No.,相対PASS,発行年,巻数,号数,開始ページ,終了ページ,論文タイトル,著者,file_name,HPリンク先,PDFリンク先,file_path,num_pages,llm_keywords,primary_keywords,secondary_keywords,featured_keywords,対象物,研究タイプ,対象物_根拠,研究タイプ_根拠
3657,日本醸造協会誌/111巻/9号/111_625.pdf,2016,111,9,625,632,カプロン酸エチル高生成焼酎酵母NS2-16による焼酎製造試験,武藤 貴史;稲橋 正明;万膳 博幸;木崎 康造;岡崎 直人;石川 雄章;佐藤 和夫;赤尾 健,111_625.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/9/111_625/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/9/111_625/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/9号/111_625.pdf,8,焼酎; カプロン酸エチル; 酵母ns2-16; 焼酎用酵母s2; 米製焼酎; 麦製焼酎; 甘藷製焼酎; 混合仕込み; 官能試験; アルコール生成能,ns; カプロン; pressure; shochu; エチル; distillate; caproate; ethyl; temperature; trace; alcohol; mash; isoamyl; reduced; brewery; 酵母; fermentation; fragrant; 米製; the,substances; normal; アルコール; caproic; distillation; of; 武藤; brewing; and; 仕込み; aromatic; isobutyl; 甘藷; mg; sweet; barley; fig; mellow; ac; time,焼酎; カプロン酸エチル; 酵母ns2-16; 焼酎用酵母s2; 米製焼酎; 麦製焼酎; 甘藷製焼酎; 混合仕込み; 官能試験; アルコール生成能; ns; カプロン; pressure; shochu; エチル; distillate; caproate; ethyl; temperature; trace; alcohol; mash; isoamyl; reduced; brewery; 酵母; fermentation; fragrant; 米製; the; substances; normal; アルコール; caproic; distillation; of; 武藤; brewing; and; 仕込み; aromatic; isobutyl; 甘藷; mg; sweet; barley; fig; mellow; ac; time,焼酎; 農産物・果実; 酵母・微生物; アルコール飲料,品質評価・官能評価,焼酎:焼酎|焼酎用酵母s2|米製焼酎|麦製焼酎|甘藷製焼酎|焼酎; 農産物・果実:米製焼酎|麦製焼酎|甘藷製焼酎|米製|甘藷|米製焼酎; 酵母・微生物:酵母ns2-16|焼酎用酵母s2|酵母|酵母ns2-16|焼酎用酵母s2|酵母; アルコール飲料:アルコール生成能|アルコール|アルコール生成能|アルコール,品質評価・官能評価:官能試験|官能試験
3658,日本醸造協会誌/111巻/10号/111_637.pdf,2016,111,10,637,637,醸造と研究,柏木 豊,111_637.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_637/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_637/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/10号/111_637.pdf,1,醸造食品; 和食; ユネスコ世界無形文化遺産; 日本酒; 味噌醤油; 微生物; ゲノム情報; 麹菌; 研究の厚み; 海外の研究者,和食; 醸造; 厚み; 発酵; パラリンピック; ゲノム; 論文; 世界; 生物; gfp; 思い; ユネスコ; 立ち会っ; オリンピック; 基盤; 発展; 分厚い; イベント; 情報; 増す,ミラノ; 進める; メガ; 膨大; 韓国; 追い風; ノーベル; 国博; 常套; 中国; 成果; 実用; 走り; 解明; 醤油; 対象; 馴染み; 目立つ; 化学; 代わる,醸造食品; 和食; ユネスコ世界無形文化遺産; 日本酒; 味噌醤油; 微生物; ゲノム情報; 麹菌; 研究の厚み; 海外の研究者; 醸造; 厚み; 発酵; パラリンピック; ゲノム; 論文; 世界; 生物; gfp; 思い; ユネスコ; 立ち会っ; オリンピック; 基盤; 発展; 分厚い; イベント; 情報; 増す; ミラノ; 進める; メガ; 膨大; 韓国; 追い風; ノーベル; 国博; 常套; 中国; 成果; 実用; 走り; 解明; 醤油; 対象; 馴染み; 目立つ; 化学; 代わる,清酒; 醤油; 酵母・微生物; 味噌,醸造工程・製造技術; 微生物・遺伝子関連; 応用利用・食品開発; 歴史・文化・経済,清酒:日本酒|麹菌|日本酒|麹菌; 醤油:味噌醤油|醤油|味噌醤油|醤油; 酵母・微生物:微生物|麹菌|微生物|麹菌; 味噌:味噌醤油|味噌醤油,醸造工程・製造技術:醸造食品|麹菌|醸造|発酵|醸造食品|麹菌; 微生物・遺伝子関連:微生物|ゲノム情報|ゲノム|微生物|ゲノム情報|ゲノム; 応用利用・食品開発:醸造食品|醸造食品; 歴史・文化・経済:ユネスコ世界無形文化遺産|ユネスコ世界無形文化遺産
3659,日本醸造協会誌/111巻/10号/111_638.pdf,2016,111,10,638,647,ここまでわかった！きょうかい酵母（清酒用）の高発酵力を生み出すRIM15変異遺伝子,渡辺 大輔;高木 博史,111_638.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_638/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_638/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/10号/111_638.pdf,10,酵母; rim15p; 発酵力; バイオエタノール; ラガービール; 遺伝子破壊; msn2; 4p; hsf1p; ugp1遺伝子; トレハρス,rim; 酵母; 発酵; greatwall; 遺伝; ugp; virgilio; cerevisiae; 欠損; 機能; 変異; watanabe; 細胞; udpg; insa; 休止; cdk; hsf; shimoi; アルコール,akao; ime; cameroni; takagi; プロテイン; msn; jaquenoud; 生み出す; サイクリン; 菌株; 抑制; キナーゼ; johnston; ゲノム; zhou; 破壊; 誘導; 発現; 胞子; microbiol,酵母; rim15p; 発酵力; バイオエタノール; ラガービール; 遺伝子破壊; msn2; 4p; hsf1p; ugp1遺伝子; トレハρス; rim; 発酵; greatwall; 遺伝; ugp; virgilio; cerevisiae; 欠損; 機能; 変異; watanabe; 細胞; udpg; insa; 休止; cdk; hsf; shimoi; アルコール; akao; ime; cameroni; takagi; プロテイン; msn; jaquenoud; 生み出す; サイクリン; 菌株; 抑制; キナーゼ; johnston; ゲノム; zhou; 破壊; 誘導; 発現; 胞子; microbiol,酵母・微生物; ビール; アルコール飲料,微生物・遺伝子関連; 醸造工程・製造技術,酵母・微生物:酵母|酵母|cerevisiae|細胞|菌株|酵母; ビール:ラガービール|ラガービール|ラガービール|ラガービール; アルコール飲料:バイオエタノール|アルコール|バイオエタノール|アルコール,微生物・遺伝子関連:遺伝子破壊|ugp1遺伝子|菌株|ゲノム|発現|遺伝子破壊; 醸造工程・製造技術:発酵力|発酵|発酵力|発酵
3660,日本醸造協会誌/111巻/10号/111_648.pdf,2016,111,10,648,657,リン酸カルシウムの醸造分野での活用,近藤 徹弥,111_648.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_648/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_648/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/10号/111_648.pdf,10,リン酸カルシウム(cap; 醸造用水; 金属イオン除去; タンパク質吸着; みりん; 清酒; 煮切り混濁防止; 生酒; 保存性; 微生物除去,cap; monetite; gradually; cdha; 除去; タンパク; 吸着; 火入れ; hpo; mn; cahpo; hydroxyapatite; ca; 煮切り; fe; hap; cacl; カルシウム; cu; droxyapatite,処理; sharp; broad; oh; xrd; 下げ; イオン; 細菌; 徹弥; hapw; hapn; リン酸; lyz; nanoparticles; po; na; 着色; nahco; mg; calcium,リン酸カルシウム(cap; 醸造用水; 金属イオン除去; タンパク質吸着; みりん; 清酒; 煮切り混濁防止; 生酒; 保存性; 微生物除去; cap; monetite; gradually; cdha; 除去; タンパク; 吸着; 火入れ; hpo; mn; cahpo; hydroxyapatite; ca; 煮切り; fe; hap; cacl; カルシウム; cu; droxyapatite; 処理; sharp; broad; oh; xrd; 下げ; イオン; 細菌; 徹弥; hapw; hapn; リン酸; lyz; nanoparticles; po; na; 着色; nahco; mg; calcium,清酒; 酵母・微生物,保存・安定性; 微生物・遺伝子関連; 醸造工程・製造技術,清酒:清酒|清酒; 酵母・微生物:微生物除去|微生物除去,保存・安定性:保存性|保存性; 微生物・遺伝子関連:微生物除去|微生物除去; 醸造工程・製造技術:醸造用水|醸造用水
3661,日本醸造協会誌/111巻/10号/111_658.pdf,2016,111,10,658,663,ブドウの品種特徴香から紐解くナイトハーベストの科学的有意性,鈴木 俊二,111_658.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_658/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_658/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/10号/111_658.pdf,6,ナイトハーベスト; ワイン; ブドウ; 香気成分; チオール系香気成分; 3mh; 前駆体; システイン抱合体; グルタチオン抱合体; 遺伝子発現量,mh; ブドウ; ワイン; グルタチオン; 前駆; 抱合; ハーベスト; glutathione; 果実; ナイト; 日周; 蓄積; vvgst; システイン; hexan; pm; sunrise; 香り; ggt; sunset,アロマ; vinifera; 早朝; gst; シャルドネ; 日中; 収穫; phyb; グルタミルトランスフェラーゼ; transferase; 遺伝; morning; night; oh; 果汁; am; vitis; cv; トランスフェラーゼ; ブラン,ナイトハーベスト; ワイン; ブドウ; 香気成分; チオール系香気成分; 3mh; 前駆体; システイン抱合体; グルタチオン抱合体; 遺伝子発現量; mh; グルタチオン; 前駆; 抱合; ハーベスト; glutathione; 果実; ナイト; 日周; 蓄積; vvgst; システイン; hexan; pm; sunrise; 香り; ggt; sunset; アロマ; vinifera; 早朝; gst; シャルドネ; 日中; 収穫; phyb; グルタミルトランスフェラーゼ; transferase; 遺伝; morning; night; oh; 果汁; am; vitis; cv; トランスフェラーゼ; ブラン,ワイン; 農産物・果実,品質評価・官能評価; 微生物・遺伝子関連,ワイン:ワイン|ブドウ|ブドウ|ワイン|シャルドネ|果汁; 農産物・果実:果実|果実,品質評価・官能評価:香気成分|チオール系香気成分|アロマ|香気成分|チオール系香気成分|アロマ; 微生物・遺伝子関連:遺伝子発現量|遺伝子発現量
3662,日本醸造協会誌/111巻/10号/111_664.pdf,2016,111,10,664,671,女子大生の飲酒と健康に関する意識について,能勢 晶;朴 啓彰,111_664.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_664/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_664/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/10号/111_664.pdf,9,飲酒意識; 女子大学生; 飲酒頻度; アルコール飲料の種類; 健康; 社会; アセトアルデヒド; ジアセチル; アセトイン; 呼気臭,飲酒; 飲ん; 言え; 質問; 良く; 好き; 回答; 良い; 社会; 自分; 飲む; 飲み; 考える; 子供; アルコール; 項目; 影響; 調査; 有益; 意識,思う; 答え; 結婚; グループ; 女性; 及ぼす; 若い; kenko; http; 対し; 女子; 胎児; 高知; kaechang; 関連; イメージ; shougai; 平成; 程度; jp,飲酒意識; 女子大学生; 飲酒頻度; アルコール飲料の種類; 健康; 社会; アセトアルデヒド; ジアセチル; アセトイン; 呼気臭; 飲酒; 飲ん; 言え; 質問; 良く; 好き; 回答; 良い; 自分; 飲む; 飲み; 考える; 子供; アルコール; 項目; 影響; 調査; 有益; 意識; 思う; 答え; 結婚; グループ; 女性; 及ぼす; 若い; kenko; http; 対し; 女子; 胎児; 高知; kaechang; 関連; イメージ; shougai; 平成; 程度; jp,アルコール飲料,健康機能・栄養効果; 応用利用・食品開発,アルコール飲料:アルコール飲料の種類|アルコール|アルコール飲料の種類|アルコール,健康機能・栄養効果:健康|健康; 応用利用・食品開発:アルコール飲料の種類|アルコール飲料の種類
3663,日本醸造協会誌/111巻/10号/111_673.pdf,2016,111,10,673,675,抜粋要旨　中国醸造雑誌『醸酒科技』2015年11期号（総257号）,大森 大陸,111_673.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_673/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_673/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/10号/111_673.pdf,3,オーク樫; ラム酒; 清澄剤; 太子参保健酒; 本醸造醤油; マイχ酒; 白酒; フタル酸ブチル; 重金属; ヴィタミンb群,清澄; キトサン; 樫樽; ムラサキイモ; gairdner; ビッグ; gc; マス; アロマ; ワイン; マイ; オーク; 大麦; 香気; ブドウ; ms; oxazolidine; 醤油; 焼成; 品質,クラウドコンピューティ; 有限; 貴州; ガス; 含量; フタル; pvpp; 最適; 公司; インダストリー; 発酵; oxazine; オーストラリア; computing; 製麦; ファジィ; 交流; ゼラチン; manseng; 貴陽,オーク樫; ラム酒; 清澄剤; 太子参保健酒; 本醸造醤油; マイχ酒; 白酒; フタル酸ブチル; 重金属; ヴィタミンb群; 清澄; キトサン; 樫樽; ムラサキイモ; gairdner; ビッグ; gc; マス; アロマ; ワイン; マイ; オーク; 大麦; 香気; ブドウ; ms; oxazolidine; 醤油; 焼成; 品質; クラウドコンピューティ; 有限; 貴州; ガス; 含量; フタル; pvpp; 最適; 公司; インダストリー; 発酵; oxazine; オーストラリア; computing; 製麦; ファジィ; 交流; ゼラチン; manseng; 貴陽,ワイン; 醤油; 農産物・果実; 清酒,品質評価・官能評価; 醸造工程・製造技術,ワイン:ワイン|ブドウ|ワイン|ブドウ; 醤油:本醸造醤油|醤油|本醸造醤油|醤油; 農産物・果実:大麦|製麦|大麦|製麦; 清酒:本醸造醤油|本醸造醤油,品質評価・官能評価:アロマ|香気|品質|アロマ|香気|品質; 醸造工程・製造技術:本醸造醤油|発酵|本醸造醤油|発酵
3664,日本醸造協会誌/111巻/10号/111_679.pdf,2016,111,10,679,685,清酒酵母及び焼酎酵母のフェルラ酸脱炭酸能とそれに必要な遺伝子PAD1及びFDC1の一塩基多型,向井 伸彦;福家 成美;正木 和夫;山田 修;家藤 治幸,111_679.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_679/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_679/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/10号/111_679.pdf,7,清酒酵母; 焼酎酵母; フェルラ酸脱炭酸能; 4-ビニルグアヤコール(4vg; pad1遺伝子; fdc1遺伝子; 一塩基多型; 遺伝子型; オフフレーバー; 泡盛,fdc; pad; 酵母; negative; ks; rib; lc; awamori; decarboxylation; by; yeasts; 及び; shochu; 脱炭; 塩基; ルラ; 配列; substitution; society; miyazaki,kyokai; フェ; heisei; ferulic; nrib; yeast; type; brewing; and; of; 多型; vg; mk; ab; kagoshima; 泡盛; no; japan; polymor; ability,清酒酵母; 焼酎酵母; フェルラ酸脱炭酸能; 4-ビニルグアヤコール(4vg; pad1遺伝子; fdc1遺伝子; 一塩基多型; 遺伝子型; オフフレーバー; 泡盛; fdc; pad; 酵母; negative; ks; rib; lc; awamori; decarboxylation; by; yeasts; 及び; shochu; 脱炭; 塩基; ルラ; 配列; substitution; society; miyazaki; kyokai; フェ; heisei; ferulic; nrib; yeast; type; brewing; and; of; 多型; vg; mk; ab; kagoshima; no; japan; polymor; ability,酵母・微生物; 焼酎; 清酒,微生物・遺伝子関連; 品質評価・官能評価,酵母・微生物:清酒酵母|焼酎酵母|酵母|清酒酵母|焼酎酵母|酵母; 焼酎:焼酎酵母|泡盛|泡盛|焼酎酵母|泡盛; 清酒:清酒酵母|清酒酵母,微生物・遺伝子関連:pad1遺伝子|fdc1遺伝子|遺伝子型|pad1遺伝子|fdc1遺伝子|遺伝子型; 品質評価・官能評価:オフフレーバー|オフフレーバー
3665,日本醸造協会誌/111巻/10号/111_686.pdf,2016,111,10,686,690,消化法により分析した吟醸麹特性とイネ登熟期気温との関係,土佐 典照;大渡 康夫;秋吉 渚月;上池 貴晃;朝比奈 秀一;永田 善明,111_686.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_686/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_686/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/10号/111_686.pdf,5,吟醸麹; 消化法; 麹力価; α-アミラーゼ; グルコアミラーゼ; 酸性カルボキシペプチダーゼ; 登熟期気温; 原料米; 山田錦; アミノ酸度,by; 気温; heading; 消化; air; the; 登熟; temperature; mean; 相関; potency; carboxypeptidase; measured; ginjo; digestion; month; after; 平均; koji; ペプチダーゼ,朝比奈; グルコアミラーゼ; characteristics; イネ; method; 吟醸; shimane; fig; correlation; カルボキシ; アミラーゼ; 島根; 酸度; during; アミノ; 秋吉; 大渡; 総合; relationship; デンプン,吟醸麹; 消化法; 麹力価; α-アミラーゼ; グルコアミラーゼ; 酸性カルボキシペプチダーゼ; 登熟期気温; 原料米; 山田錦; アミノ酸度; by; 気温; heading; 消化; air; the; 登熟; temperature; mean; 相関; potency; carboxypeptidase; measured; ginjo; digestion; month; after; 平均; koji; ペプチダーゼ; 朝比奈; characteristics; イネ; method; 吟醸; shimane; fig; correlation; カルボキシ; アミラーゼ; 島根; 酸度; during; アミノ; 秋吉; 大渡; 総合; relationship; デンプン,清酒; 農産物・果実,成分分析・物性評価; 醸造工程・製造技術,清酒:吟醸麹|吟醸麹|麹力価|山田錦|吟醸|吟醸麹; 農産物・果実:原料米|原料米,成分分析・物性評価:アミノ酸度|酸度|アミノ酸度|酸度; 醸造工程・製造技術:吟醸麹|麹力価|吟醸麹|麹力価
3666,日本醸造協会誌/111巻/11号/111_693.pdf,2016,111,11,693,693,「すぐに役に立つこと」は「すぐに役に立たなくなる」？　次の世代へ財産を,尾形 智夫,111_693.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/11/111_693/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/11/111_693/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/11号/111_693.pdf,1,醸造業界; 科学; 基礎研究; ノーベル生理医学賞; オートファジー; 酵母; 人材育成; 統計的処理; 微生物学; パスツール,ファジー; 大隅; アルツハイマー; 立た; パスツール; 付和; 雷同; 立つ; オート; 先生; 全霊; 酵母; 財産; たどり着こう; ビール; スチューデント; 全身; 教員; 飛び込ん; 駆け出し,科学; ギネス; コンビニ; 沸い; 醸造; 面従; 固まっ; 作り上げ; 我が; 腹背; 見つける; 基礎; ノーベル; 素晴らしい; 成果; ゴール; 言動; 気迫; 祝い; 渡し,醸造業界; 科学; 基礎研究; ノーベル生理医学賞; オートファジー; 酵母; 人材育成; 統計的処理; 微生物学; パスツール; ファジー; 大隅; アルツハイマー; 立た; 付和; 雷同; 立つ; オート; 先生; 全霊; 財産; たどり着こう; ビール; スチューデント; 全身; 教員; 飛び込ん; 駆け出し; ギネス; コンビニ; 沸い; 醸造; 面従; 固まっ; 作り上げ; 我が; 腹背; 見つける; 基礎; ノーベル; 素晴らしい; 成果; ゴール; 言動; 気迫; 祝い; 渡し,酵母・微生物; ビール,醸造工程・製造技術; 微生物・遺伝子関連; 統計解析・モデル化,酵母・微生物:酵母|微生物学|酵母|酵母|微生物学; ビール:ビール|ビール,醸造工程・製造技術:醸造業界|醸造|醸造業界|醸造; 微生物・遺伝子関連:微生物学|微生物学; 統計解析・モデル化:統計的処理|統計的処理
3667,日本醸造協会誌/111巻/11号/111_694.pdf,2016,111,11,694,700,アルコール飲料摂取後の呼気に含まれる臭気成分の同定,根来 宏明,111_694.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/11/111_694/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/11/111_694/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/11号/111_694.pdf,7,飲酒後呼気; 不快臭; アセトアルデヒド; ジアセチル; アセトイン; 清酒; 焼酎; 低糖質清酒; 純米酒; エキス分,飲酒; 呼気; ジアセチル; olfactometry; aldh; アルコール; ジオキソラン; 成分; アセトアルデヒド; アセト; 飲料; 開始; 臭気; gc; 不快; 濃度; プロパノール; breath; ng; 時間,メチル; アセタール; スルフィド; 化合; 被験; ビール; イソアミル; イン; ms; ブタン; 米こうじ; 検出; 酒臭く; negoro; 摂取; ブタンジオール; 純米; 酒臭; 熟柿; odorous,飲酒後呼気; 不快臭; アセトアルデヒド; ジアセチル; アセトイン; 清酒; 焼酎; 低糖質清酒; 純米酒; エキス分; 飲酒; 呼気; olfactometry; aldh; アルコール; ジオキソラン; 成分; アセト; 飲料; 開始; 臭気; gc; 不快; 濃度; プロパノール; breath; ng; 時間; メチル; アセタール; スルフィド; 化合; 被験; ビール; イソアミル; イン; ms; ブタン; 米こうじ; 検出; 酒臭く; negoro; 摂取; ブタンジオール; 純米; 酒臭; 熟柿; odorous,清酒; 農産物・果実; 焼酎; ビール; アルコール飲料,応用利用・食品開発,清酒:清酒|低糖質清酒|純米酒|純米酒|純米|清酒; 農産物・果実:純米酒|米こうじ|純米|純米酒|米こうじ|純米; 焼酎:焼酎|焼酎; ビール:ビール|ビール; アルコール飲料:アルコール|アルコール,応用利用・食品開発:飲料|飲料
3668,日本醸造協会誌/111巻/11号/111_701.pdf,2016,111,11,701,711,醸造におけるポータブル旋光計の活用について,増田 達也;小田 卓治;野田 衛,111_701.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/11/111_701/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/11/111_701/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/11号/111_701.pdf,11,清酒製造; 旋光計; 工程管理; 原料受け入れ試験; 工程内サンプル分析; 品質管理; 糖類; 比重; アルコール分; グリセρル,旋光; エキス; 偏光; ポータブル; 糖類; アルコール; 比重; 光学; 発酵; 屈折; 液晶; 出来る; 管理; グリ; 検糖; エリトリトール; polarimeter; 直視; 変調; 期間,工程; 求め; 及び; 組成; 回転; 製品; pasteur; ファラデー; 品目; 増田; bates; サンプル; 鹿又; 醸造; brix; 品質; 実際; 活性; シンプル; センサー,清酒製造; 旋光計; 工程管理; 原料受け入れ試験; 工程内サンプル分析; 品質管理; 糖類; 比重; アルコール分; グリセρル; 旋光; エキス; 偏光; ポータブル; アルコール; 光学; 発酵; 屈折; 液晶; 出来る; 管理; グリ; 検糖; エリトリトール; polarimeter; 直視; 変調; 期間; 工程; 求め; 及び; 組成; 回転; 製品; pasteur; ファラデー; 品目; 増田; bates; サンプル; 鹿又; 醸造; brix; 品質; 実際; 活性; シンプル; センサー,アルコール飲料; 清酒,醸造工程・製造技術; 品質評価・官能評価; 成分分析・物性評価,アルコール飲料:アルコール分|アルコール|アルコール分|アルコール; 清酒:清酒製造|清酒製造,醸造工程・製造技術:清酒製造|工程管理|工程内サンプル分析|発酵|工程|醸造; 品質評価・官能評価:品質管理|品質|品質管理|品質; 成分分析・物性評価:工程内サンプル分析|工程内サンプル分析
3669,日本醸造協会誌/111巻/11号/111_712.pdf,2016,111,11,712,727,シャンパーニュ地方におけるシャンパーニュづくり（中編）,恩田 匠,111_712.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/11/111_712/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/11/111_712/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/11号/111_712.pdf,16,シャンパーニュ製造; アルコール発酵; マロラクティック発酵; 貯蔵; アサンブラージュ; 低温処理; 酒石; ワイン成分; シャルドネ; ピノ; ムニエ,シャンパーニュ; ワイン; マロラクティック; 発酵; アルコール; アサンブラージュ; 果汁; champagne; メゾン; 酒石; マロ; mlf; ピエ; キューブ; コイノキュレーション; ブドウ; 香り; 大手; シュミネ; 酵母,ピノ; champenois; 製品; ムニエ; 醸造; キュベ; vigneron; 低温; 委員; 乳酸; aoc; 硫酸; champagnes; le; 製造; mg; 原酒; de; ph; 行わ,シャンパーニュ製造; アルコール発酵; マロラクティック発酵; 貯蔵; アサンブラージュ; 低温処理; 酒石; ワイン成分; シャルドネ; ピノ; ムニエ; シャンパーニュ; ワイン; マロラクティック; 発酵; アルコール; 果汁; champagne; メゾン; マロ; mlf; ピエ; キューブ; コイノキュレーション; ブドウ; 香り; 大手; シュミネ; 酵母; champenois; 製品; 醸造; キュベ; vigneron; 低温; 委員; 乳酸; aoc; 硫酸; champagnes; le; 製造; mg; 原酒; de; ph; 行わ,ワイン; アルコール飲料; 酵母・微生物,醸造工程・製造技術; 保存・安定性,ワイン:ワイン成分|シャルドネ|ワイン|果汁|ブドウ|ワイン成分; アルコール飲料:アルコール発酵|アルコール|アルコール発酵|アルコール; 酵母・微生物:酵母|酵母,醸造工程・製造技術:シャンパーニュ製造|アルコール発酵|マロラクティック発酵|発酵|醸造|製造; 保存・安定性:貯蔵|貯蔵
3670,日本醸造協会誌/111巻/11号/111_728.pdf,2016,111,11,728,735,輸出に向けたイスラーム食品市場の概観,村上 雄哉,111_728.pdf,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/11/111_728/_article/-char/ja,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/11/111_728/_pdf/-char/ja,/Users/yoichiro/Desktop/PDFキーワード/pdfs/日本醸造協会誌/111巻/11号/111_728.pdf,8,ハラール; インドネシア; マレーシア; ムスリム消費者; 外資系レストラン; ハラール認証; 伝統的小売店; 食肉; 豚肉; 民族別家計月収,ハラール; 認証; ムスリム; マレーシア; イスラーム; uae; サウジアラビア; インドネシア; 輸出; jakim; 取得; 豚肉; ハラー; ハラーム; ジェトロ; 販売; 申請; コーナー; 審査; 食肉,lppom; 書類; 売り場; 輸入; 製品; 商品; マーケット; アルコール; 向け; 宗教; 中東; halal; 出所; esma; 市場; 機関; パッケージ; 対応; 小売; 各国,ハラール; インドネシア; マレーシア; ムスリム消費者; 外資系レストラン; ハラール認証; 伝統的小売店; 食肉; 豚肉; 民族別家計月収; 認証; ムスリム; イスラーム; uae; サウジアラビア; 輸出; jakim; 取得; ハラー; ハラーム; ジェトロ; 販売; 申請; コーナー; 審査; lppom; 書類; 売り場; 輸入; 製品; 商品; マーケット; アルコール; 向け; 宗教; 中東; halal; 出所; esma; 市場; 機関; パッケージ; 対応; 小売; 各国,アルコール飲料,歴史・文化・経済,アルコール飲料:アルコール|アルコール,歴史・文化・経済:ムスリム消費者|市場|ムスリム消費者|市場
